농장아이디,개체 구별 번호,교배일,분만일,설정량,섭취량
PF_0020440,891,20210523,20210914,5,5
PF_0020440,897,20210520,20210911,5.5,5.6
PF_0020440,897,20210524,20210915,4.5,4.6
PF_0020440,897,20210520,20210911,6,6
PF_0020440,897,20210510,20210901,3.5,3.6
PF_0020440,897,20210510,20210901,2,1.2
PF_0020440,897,20210525,20210916,4.5,4.5
PF_0020440,897,20210527,20210918,5,5
PF_0020440,897,20210527,20210918,5.5,5.5
PF_0020440,897,20210527,20210918,4.5,4.5
PF_0020440,897,20210510,20210901,2.5,2.6
PF_0020440,908,20210525,20210916,3,3
PF_0020440,908,20210525,20210916,5,5
PF_0020440,908,20210525,20210916,6,6
PF_0020440,908,20210524,20210915,3,3
PF_0020440,908,20210524,20210915,3,0.9
PF_0020440,908,20210524,20210915,3,3
PF_0020440,908,20210525,20210916,6.5,6.5
PF_0020440,908,20210525,20210916,6.5,6.5
PF_0020440,908,20210525,20210916,4.5,4.5
PF_0020440,908,20210525,20210916,4,4
PF_0020440,912,20210526,20210917,2.5,2.5
PF_0020440,912,20210526,20210917,4,4
PF_0020440,912,20210526,20210917,2.5,2.5
PF_0020440,912,20210526,20210917,2.5,0.8
PF_0020440,912,20210526,20210917,2.5,2.5
PF_0020440,912,20210526,20210917,5.5,5.5
PF_0020440,912,20210526,20210917,2,2.3
PF_0020440,912,20210528,20210919,5,5.1
PF_0020440,912,20210526,20210917,5,5
PF_0020440,912,20210526,20210917,3.5,3.5
PF_0020440,923,20210526,20210917,2.5,2.5
PF_0020440,923,20210522,20210913,6,6
PF_0020440,923,20210522,20210913,5.5,5.5
PF_0020440,923,20210528,20210919,4,4.1
PF_0020440,923,20210526,20210917,2,2
PF_0020440,923,20210526,20210917,2.5,2.5
PF_0020440,923,20210526,20210917,2.5,0.8
PF_0020440,923,20210522,20210913,5,5
PF_0020440,923,20210528,20210919,4.5,4.5
PF_0020440,923,20210528,20210919,5,5
PF_0020440,244,20210527,20210918,3.5,3.5
PF_0020440,244,20210527,20210918,2,2.7
PF_0020440,244,20210527,20210918,2,2
PF_0020440,244,20210527,20210918,5,5
PF_0020440,244,20210527,20210918,4.5,4.5
PF_0020440,244,20210527,20210918,5.5,5.5
PF_0020440,244,20210527,20210918,2.5,2.5
PF_0020440,248,20210523,20210914,4,4
PF_0020440,248,20210529,20210920,3.5,3.5
PF_0020440,248,20210520,20210911,2.5,2.5
PF_0020440,248,20210520,20210911,2.5,0.8
PF_0020440,248,20210527,20210918,3.5,3.6
PF_0020440,248,20210529,20210920,4,4
PF_0020440,248,20210529,20210920,4.5,4.5
PF_0020440,248,20210523,20210914,5,5
PF_0020440,248,20210520,20210911,2.5,2.5
PF_0020440,248,20210523,20210914,4.5,4.5
PF_0020440,261,20210518,20210909,6.8,6.8
PF_0020440,261,20210518,20210909,5.8,5.8
PF_0020440,261,20210518,20210909,5.8,5.8
PF_0020440,261,20210518,20210909,8.3,0
PF_0020440,261,20210518,20210909,7.8,0
PF_0020440,261,20210518,20210909,6.3,6.3
PF_0020440,268,20210527,20210918,4.5,4.5
PF_0020440,268,20210512,20210903,8.5,7.5
PF_0020440,268,20210521,20210912,6,6
PF_0020440,268,20210521,20210912,6,6
PF_0020440,268,20210521,20210912,5.5,5.6
PF_0020440,268,20210527,20210918,5,3.9
PF_0020440,268,20210527,20210918,5.5,5.5
PF_0020440,271,20210517,20210908,6.5,6.5
PF_0020440,271,20210518,20210909,2.5,1.6
PF_0020440,271,20210518,20210909,1.5,1.6
PF_0020440,271,20210518,20210909,1.5,1.2
PF_0020440,271,20210526,20210917,6,6.1
PF_0020440,271,20210517,20210908,7,7
PF_0020440,87,20210602,20210924,1.5,1.5
PF_0020440,87,20210602,20210924,1.5,1.5
PF_0020440,87,20210602,20210924,1,1
PF_0020440,87,20210602,20210924,1.5,1.5
PF_0020440,87,20210602,20210924,2,2
PF_0020440,87,20210602,20210924,2.5,2.5
PF_0020440,87,20210602,20210924,1.5,1.8
PF_0020440,92,20210522,20210913,6,6
PF_0020440,92,20210522,20210913,5.5,5.6
PF_0020440,92,20210520,20210911,6,6
PF_0020440,92,20210510,20210901,2,1.2
PF_0020440,92,20210510,20210901,3.5,3.5
PF_0020440,92,20210510,20210901,2.5,2.5
PF_0020440,92,20210522,20210913,6,6
PF_0020440,92,20210522,20210913,6.5,6.5
PF_0020440,92,20210520,20210911,5.5,5.5
PF_0020440,92,20210522,20210913,7,7
PF_0020440,99,20210516,20210907,7,7
PF_0020440,99,20210516,20210907,8,8
PF_0020440,99,20210516,20210907,9.5,0
PF_0020440,99,20210516,20210907,8.5,8.5
PF_0020440,99,20210516,20210907,7.5,7.5
PF_0020440,99,20210516,20210907,10,0
PF_0020440,99,20210516,20210907,11,0
PF_0020440,104,20210525,20210916,5,5.1
PF_0020440,104,20210525,20210916,6,6
PF_0020440,104,20210522,20210913,5,5
PF_0020440,104,20210525,20210916,6.5,6.5
PF_0020440,104,20210522,20210913,6,6
PF_0020440,104,20210522,20210913,5.5,5.5
PF_0020440,104,20210525,20210916,6.5,6.5
PF_0020440,107,20210519,20210910,8,8
PF_0020440,107,20210519,20210910,7,7
PF_0020440,107,20210519,20210910,6.5,6.5
PF_0020440,107,20210519,20210910,6.5,6.5
PF_0020440,107,20210519,20210910,8.5,8.5
PF_0020440,107,20210519,20210910,9,9
PF_0020440,107,20210519,20210910,6.5,6.5
PF_0020440,109,20210526,20210917,2.5,1.8
PF_0020440,109,20210601,20210923,2,2.6
PF_0020440,109,20210526,20210917,3,2.8
PF_0020440,109,20210520,20210911,3,2.7
PF_0020440,109,20210520,20210911,3,0.9
PF_0020440,109,20210520,20210911,3,3
PF_0020440,109,20210528,20210919,3,3
PF_0020440,109,20210601,20210923,3,3
PF_0020440,109,20210528,20210919,2.5,2.6
PF_0020440,109,20210601,20210923,2.5,2.5
PF_0020440,117,20210516,20210907,7,7
PF_0020440,117,20210516,20210907,8.5,8.5
PF_0020440,117,20210516,20210907,8,8
PF_0020440,117,20210516,20210907,9.5,0
PF_0020440,117,20210516,20210907,7.5,7.5
PF_0020440,117,20210516,20210907,10,0
PF_0020440,117,20210516,20210907,11,0
PF_0020440,132,20210519,20210910,6.5,7.8
PF_0020440,132,20210519,20210910,7.5,7.5
PF_0020440,132,20210519,20210910,8,8
PF_0020440,132,20210519,20210910,8.5,8.5
PF_0020440,136,20210526,20210917,2.5,2.6
PF_0020440,136,20210526,20210917,4,4
PF_0020440,136,20210526,20210917,3,3
PF_0020440,136,20210526,20210917,3,3.5
PF_0020440,136,20210526,20210917,3,1
PF_0020440,136,20210526,20210917,3,3
PF_0020440,136,20210526,20210917,4.5,4.5
PF_0020440,136,20210531,20210922,3,3
PF_0020440,136,20210531,20210922,2.5,3.6
PF_0020440,136,20210603,20210925,2,2.6
PF_0020440,188,20210602,20210924,1.5,1.5
PF_0020440,188,20210602,20210924,1.5,1.5
PF_0020440,188,20210602,20210924,1.5,1.5
PF_0020440,188,20210602,20210924,1.5,1.8
PF_0020440,188,20210602,20210924,1,1
PF_0020440,188,20210601,20210923,3,3
PF_0020440,188,20210602,20210924,2,1.5
PF_0020440,205,20210602,20210924,1.5,1.5
PF_0020440,205,20210602,20210924,1.5,1.5
PF_0020440,205,20210602,20210924,1,1
PF_0020440,205,20210602,20210924,1.5,1.5
PF_0020440,205,20210602,20210924,2,1.5
PF_0020440,205,20210602,20210924,2,2.3
PF_0020440,205,20210602,20210924,1.5,1.5
PF_0020440,209,20210520,20210911,7,0
PF_0020440,209,20210516,20210907,6.5,6.4
PF_0020440,209,20210520,20210911,6,5.9
PF_0020440,209,20210516,20210907,7,6.9
PF_0020440,209,20210520,20210911,6,5.9
PF_0020440,209,20210520,20210911,7.5,0
PF_0020440,41,20210603,20210925,1.5,1.5
PF_0020440,41,20210603,20210925,1.5,1.5
PF_0020440,41,20210603,20210925,1.5,1.8
PF_0020440,41,20210603,20210925,1,1
PF_0020440,41,20210603,20210925,2,2
PF_0020440,41,20210603,20210925,3.5,3.5
PF_0020440,41,20210603,20210925,1.5,1.5
PF_0000347_01,381,20210511,20210903,3.3,2.6
PF_0000347_01,381,20210511,20210903,11.1,8.3
PF_0000347_01,381,20210511,20210903,11.1,8.6
PF_0000347_01,381,20210511,20210903,11.1,4.7
PF_0000347_01,381,20210511,20210903,3,3.1
PF_0000347_01,381,20210511,20210903,11.1,8.5
PF_0000347_01,381,20210511,20210903,3.8,3.8
PF_0000347_01,381,20210511,20210903,10.5,8.7
PF_0000347_01,381,20210511,20210903,11.1,11.1
PF_0000347_01,381,20210511,20210903,11.1,7
PF_0000347_01,381,20210511,20210903,10.8,10.8
PF_0000347_01,386,20210511,20210902,3.8,3.8
PF_0000347_01,386,20210511,20210902,11.1,8.4
PF_0000347_01,386,20210511,20210902,11.1,11.1
PF_0000347_01,386,20210511,20210902,4.4,4.4
PF_0000347_01,386,20210511,20210902,11.1,11.1
PF_0000347_01,386,20210511,20210902,11.1,11.1
PF_0000347_01,386,20210511,20210902,3.3,3.3
PF_0000347_01,386,20210511,20210902,11.1,8.9
PF_0000347_01,386,20210511,20210902,11.1,11.1
PF_0000347_01,386,20210511,20210902,11.1,4.7
PF_0000347_01,386,20210511,20210902,10.8,10.8
PF_0000347_01,394,20210511,20210903,10.8,6.9
PF_0000347_01,394,20210511,20210903,11.1,3.6
PF_0000347_01,394,20210511,20210903,3.8,3.1
PF_0000347_01,394,20210511,20210903,11.1,4.2
PF_0000347_01,394,20210511,20210903,11.1,2.7
PF_0000347_01,394,20210511,20210903,3.3,2.5
PF_0000347_01,394,20210511,20210903,10.5,5.7
PF_0000347_01,394,20210511,20210903,3,2.5
PF_0000347_01,394,20210511,20210903,11.1,6.7
PF_0000347_01,394,20210511,20210903,11.1,3
PF_0000347_01,394,20210511,20210903,11.1,2.7
PF_0000347_01,564,20210601,20210924,3,3.1
PF_0000347_01,564,20210601,20210923,3.2,2.3
PF_0000347_01,564,20210601,20210923,3.2,3.2
PF_0000347_01,564,20210601,20210923,3.2,3.2
PF_0000347_01,564,20210601,20210923,3.1,3.1
PF_0000347_01,564,20210601,20210924,3.3,3.3
PF_0000347_01,564,20210601,20210923,3.1,3.1
PF_0000347_01,564,20210601,20210924,3.8,3.8
PF_0000347_01,567,20210510,20210904,11.1,11.1
PF_0000347_01,567,20210510,20210904,11.1,11.1
PF_0000347_01,567,20210510,20210904,3.3,1.2
PF_0000347_01,567,20210510,20210904,3,1.2
PF_0000347_01,567,20210510,20210904,11.1,4.7
PF_0000347_01,567,20210510,20210901,3.1,1.5
PF_0000347_01,567,20210510,20210904,10.5,10.5
PF_0000347_01,567,20210510,20210904,11.1,11.1
PF_0000347_01,567,20210510,20210904,11.1,11.1
PF_0000347_01,567,20210510,20210904,10.8,8.2
PF_0000347_01,567,20210510,20210904,10.2,10.2
PF_0000347_01,569,20210531,20210922,3.1,3.1
PF_0000347_01,569,20210531,20210922,3.2,3.2
PF_0000347_01,569,20210531,20210922,3.1,2.2
PF_0000347_01,569,20210531,20210922,3.2,2.2
PF_0000347_01,569,20210531,20210922,3.1,1.2
PF_0000347_01,569,20210531,20210922,3.1,2.1
PF_0000347_01,569,20210531,20210926,3,1.5
PF_0000347_01,569,20210531,20210922,3.1,3.1
PF_0000347_01,572,20210524,20210914,6.9,0
PF_0000347_01,572,20210524,20210914,6.4,0
PF_0000347_01,572,20210524,20210914,7.9,3.7
PF_0000347_01,572,20210524,20210914,5.9,3.1
PF_0000347_01,572,20210524,20210914,5.4,0.6
PF_0000347_01,572,20210524,20210914,7.4,3.8
PF_0000347_01,572,20210524,20210914,8.4,4.2
PF_0000347_01,572,20210524,20210914,8.7,6
PF_0000347_01,576,20210607,20210929,3.5,2.5
PF_0000347_01,576,20210607,20210929,3.2,1.3
PF_0000347_01,576,20210607,20210929,3.5,3.5
PF_0000347_01,576,20210607,20210929,3.2,3.2
PF_0000347_01,576,20210607,20210929,3.2,3.2
PF_0000347_01,576,20210607,20210929,3.2,3.2
PF_0000347_01,576,20210607,20210929,3.5,3.5
PF_0000347_01,576,20210607,20210929,3.2,3.2
PF_0000347_01,808,20210511,20210905,9,6.3
PF_0000347_01,808,20210511,20210902,2.8,2.8
PF_0000347_01,808,20210511,20210905,2.6,2.5
PF_0000347_01,808,20210511,20210905,9,8.7
PF_0000347_01,808,20210511,20210905,9,6.3
PF_0000347_01,808,20210511,20210905,9,4
PF_0000347_01,808,20210511,20210905,9,5.5
PF_0000347_01,808,20210511,20210905,9,9
PF_0000347_01,808,20210511,20210902,2.8,2.8
PF_0000347_01,808,20210511,20210905,9,6.2
PF_0000347_01,808,20210511,20210905,9,7.5
PF_0000347_01,1067,20210601,20210923,3.2,3.2
PF_0000347_01,1067,20210601,20210923,3.2,2.3
PF_0000347_01,1067,20210601,20210923,3.1,3.1
PF_0000347_01,1067,20210601,20210924,3,2.4
PF_0000347_01,1067,20210601,20210923,3.2,3.2
PF_0000347_01,1067,20210601,20210924,3.3,2.5
PF_0000347_01,1067,20210601,20210923,3.1,3.1
PF_0000347_01,1067,20210601,20210924,3.8,3.8
PF_0000347_01,1071,20210518,20210911,8.4,8.4
PF_0000347_01,1071,20210518,20210911,7.9,5.2
PF_0000347_01,1071,20210518,20210911,7.4,5.1
PF_0000347_01,1071,20210518,20210911,9.2,3.9
PF_0000347_01,1071,20210518,20210909,3.2,1.3
PF_0000347_01,1071,20210518,20210909,3.2,3.2
PF_0000347_01,1071,20210518,20210911,8.7,7.9
PF_0000347_01,1071,20210518,20210911,6.9,2.6
PF_0000347_01,1071,20210518,20210911,9.7,6.6
PF_0000347_01,1071,20210518,20210911,10.2,9.5
PF_0000347_01,424,20210607,20210929,3.2,1.3
PF_0000347_01,424,20210607,20210929,3.2,3.2
PF_0000347_01,487,20210607,20210929,3.5,3.5
PF_0000347_01,487,20210607,20210929,3.5,2.5
PF_0000347_01,487,20210607,20210929,3.2,3.2
PF_0000347_01,487,20210607,20210929,3.2,1.3
PF_0000347_01,487,20210607,20210929,3.2,3.2
PF_0000347_01,487,20210607,20210929,3.5,3.5
PF_0000347_01,487,20210607,20210929,3.2,3.2
PF_0000347_01,487,20210607,20210929,3.2,3.2
PF_0000347_01,489,20210531,20210924,3,2.5
PF_0000347_01,489,20210531,20210922,3.1,3.1
PF_0000347_01,489,20210531,20210922,3.1,2.2
PF_0000347_01,489,20210531,20210922,3.2,3.2
PF_0000347_01,489,20210531,20210922,3.2,3.2
PF_0000347_01,489,20210531,20210924,3.8,3.1
PF_0000347_01,489,20210531,20210924,3.3,1.7
PF_0000347_01,489,20210531,20210922,3.1,3.1
PF_0000347_01,496,20210607,20210929,3.2,1.3
PF_0000347_01,496,20210607,20210929,3.2,3.2
PF_0000347_01,1073,20210518,20210910,7.9,4.9
PF_0000347_01,1073,20210518,20210909,3.2,3.2
PF_0000347_01,1073,20210518,20210910,7.4,3.1
PF_0000347_01,1073,20210518,20210910,9.7,4.2
PF_0000347_01,1073,20210518,20210909,3.2,1.3
PF_0000347_01,1073,20210518,20210910,10.2,9.1
PF_0000347_01,1073,20210518,20210910,8.4,6.5
PF_0000347_01,1073,20210518,20210910,8.7,8.3
PF_0000347_01,1073,20210518,20210910,9.2,7.1
PF_0000347_01,1073,20210518,20210910,10.5,1.5
PF_0000347_01,510,20210607,20210929,3.2,3.2
PF_0000347_01,510,20210607,20210929,3.2,1.3
PF_0000347_01,510,20210607,20210929,3.5,2.5
PF_0000347_01,510,20210607,20210929,3.2,3.2
PF_0000347_01,510,20210607,20210929,3.2,3.2
PF_0000347_01,510,20210607,20210929,3.5,3.5
PF_0000347_01,510,20210607,20210929,3.5,3.5
PF_0000347_01,510,20210607,20210929,3.2,3.2
PF_0000347_01,532,20210531,20210923,3.3,3.4
PF_0000347_01,532,20210531,20210922,3.2,3.2
PF_0000347_01,532,20210531,20210923,3.8,3.8
PF_0000347_01,532,20210531,20210922,3.1,3.1
PF_0000347_01,532,20210531,20210922,3.1,2.2
PF_0000347_01,532,20210531,20210922,3.1,3.1
PF_0000347_01,532,20210531,20210923,4.4,4.4
PF_0000347_01,532,20210531,20210922,3.2,3.2
PF_0000347_01,536,20210510,20210903,10.5,10.5
PF_0000347_01,536,20210510,20210903,11.1,4.7
PF_0000347_01,536,20210510,20210903,3.8,3.8
PF_0000347_01,536,20210510,20210903,3,3.1
PF_0000347_01,536,20210510,20210903,11.1,8.4
PF_0000347_01,536,20210510,20210903,11.1,5.1
PF_0000347_01,536,20210510,20210903,11.1,11
PF_0000347_01,536,20210510,20210903,11.1,9.2
PF_0000347_01,536,20210510,20210903,10.8,10.2
PF_0000347_01,536,20210510,20210903,3.3,3.3
PF_0000347_01,536,20210510,20210903,11.1,8.5
PF_0000347_01,497,20210508,20210903,11.1,2.7
PF_0000347_01,497,20210508,20210903,11.1,3.7
PF_0000347_01,497,20210508,20210903,3,2.4
PF_0000347_01,497,20210508,20210903,3.8,3.1
PF_0000347_01,497,20210508,20210903,10.8,8.1
PF_0000347_01,497,20210508,20210903,3.3,2.7
PF_0000347_01,497,20210508,20210903,10.5,6.7
PF_0000347_01,497,20210508,20210903,11.1,0
PF_0000347_01,497,20210508,20210903,11.1,6.4
PF_0000347_01,497,20210508,20210903,11.1,6.9
PF_0000347_01,497,20210508,20210903,11.1,4.3
PF_0000347_01,551,20210608,20210930,3.2,1.3
PF_0000347_01,551,20210608,20210930,3.2,3.2
PF_0000347_01,555,20210530,20210921,3.1,2.2
PF_0000347_01,555,20210530,20210921,3.2,3.2
PF_0000347_01,555,20210530,20210921,3.1,3.1
PF_0000347_01,555,20210530,20210921,3.1,3.1
PF_0000347_01,555,20210530,20210921,3.1,1.2
PF_0000347_01,555,20210530,20210921,3.1,3.1
PF_0000347_01,555,20210530,20210921,3.1,1.8
PF_0000347_01,555,20210530,20210921,3.1,3.1
PF_0000347_01,557,20210517,20210911,7.9,3
PF_0000347_01,557,20210517,20210908,3.2,3.1
PF_0000347_01,557,20210517,20210911,9.2,2.4
PF_0000347_01,557,20210517,20210911,8.7,5.9
PF_0000347_01,557,20210517,20210911,7.4,5.6
PF_0000347_01,557,20210517,20210911,6.9,5.7
PF_0000347_01,557,20210517,20210911,8.4,4.4
PF_0000347_01,557,20210517,20210908,3.2,1.3
PF_0000347_01,557,20210517,20210911,10.2,7
PF_0000347_01,557,20210517,20210911,9.7,7.4
PF_0000347_01,559,20210608,20210930,3.2,1.3
PF_0000347_01,559,20210608,20210930,3.2,3.2
PF_0000347_01,563,20210511,20210904,10.8,8
PF_0000347_01,563,20210511,20210904,11.1,9.2
PF_0000347_01,563,20210511,20210904,10.2,10.1
PF_0000347_01,563,20210511,20210904,3.3,3.1
PF_0000347_01,563,20210511,20210902,3.1,3.1
PF_0000347_01,563,20210511,20210904,11.1,7.7
PF_0000347_01,563,20210511,20210904,3,3.1
PF_0000347_01,563,20210511,20210904,11.1,4.7
PF_0000347_01,563,20210511,20210904,11.1,11
PF_0000347_01,563,20210511,20210904,11.1,10.4
PF_0000347_01,563,20210511,20210904,10.5,6
PF_0000347_01,533,20210525,20210918,4.4,3.3
PF_0000347_01,533,20210525,20210918,3.8,3.8
PF_0000347_01,533,20210525,20210918,5.9,2.9
PF_0000347_01,533,20210525,20210918,3.3,3.3
PF_0000347_01,533,20210525,20210918,4.9,4.9
PF_0000347_01,533,20210525,20210918,5.4,5.4
PF_0000347_01,533,20210525,20210918,6.4,6.4
PF_0000347_01,533,20210525,20210918,6.9,5.2
PF_0000347_01,545,20210601,20210923,3.2,3.2
PF_0000347_01,545,20210601,20210923,3.2,2.3
PF_0000347_01,545,20210601,20210923,3.2,3.2
PF_0000347_01,545,20210601,20210923,3.1,1.2
PF_0000347_01,545,20210601,20210923,3.1,3.1
PF_0000347_01,545,20210601,20210926,3,3.1
PF_0000347_01,545,20210601,20210923,3.1,3.1
PF_0000347_01,545,20210601,20210923,3.1,3.1
PF_0000347_01,1388,20210510,20210901,3.1,3.1
PF_0000347_01,1388,20210510,20210901,3.1,3.1
PF_0000347_01,1388,20210510,20210901,3.1,3.1
PF_0000347_01,298,20210607,20210929,3.2,1.3
PF_0000347_01,298,20210607,20210929,3.2,3.2
PF_0000347_01,47,20210607,20210929,3.2,3.2
PF_0000347_01,47,20210607,20210929,3.2,1.3
PF_0000347_01,302,20210517,20210911,8.7,3.9
PF_0000347_01,302,20210517,20210911,7.9,6.1
PF_0000347_01,302,20210517,20210911,9.2,4
PF_0000347_01,302,20210517,20210908,3.2,1.3
PF_0000347_01,302,20210517,20210908,3.2,3.2
PF_0000347_01,302,20210517,20210911,9.7,9.5
PF_0000347_01,302,20210517,20210911,10.2,4.4
PF_0000347_01,302,20210517,20210911,8.4,8.4
PF_0000347_01,302,20210517,20210911,6.9,6.9
PF_0000347_01,302,20210517,20210911,7.4,7.4
PF_0000347_01,1588,20210601,20210923,3.2,3.2
PF_0000347_01,1588,20210601,20210924,3,3.1
PF_0000347_01,1588,20210601,20210923,3.2,3.2
PF_0000347_01,1588,20210601,20210923,3.1,3.1
PF_0000347_01,1588,20210601,20210923,3.1,3.1
