,좌표정보(X),좌표정보(Y),lon,lat
0,203799.86528368,462533.430210964,127.040964132491,37.665184347987626
1,204839.977931148,463796.381217133,127.05276090684325,37.676558364512125
2,188977.171050288,447466.355031447,126.87319365653178,37.529373431839375
3,191010.381048042,451972.154018501,126.89614036775133,37.56999240326742
4,205130.591678902,445590.096837802,127.0559292832903,37.512521137011326
5,205985.953324881,459730.43776924,127.06571826409112,37.63991860183286
6,205320.28476675,461419.881795004,127.05818836673737,37.65514412747116
7,193754.427350029,442407.201247108,126.92728352870944,37.48383563940914
8,195028.400590649,451317.909486649,126.94162656965086,37.56412845947357
9,195703.043681259,442094.085759338,126.94931727296684,37.481025713831485
10,191555.354381759,442679.208790615,126.90241674366845,37.486268798479855
11,191741.345847708,445970.307641467,126.90448248903456,37.515923205497714
12,193326.931018911,446973.914570276,126.9224082596647,37.524978584310034
13,206641.269177866,456981.085830359,127.07311829273814,37.61514307943335
14,193282.130799848,450549.280167182,126.92186843617394,37.55719200037008
15,198852.959716775,452253.942584507,126.98491350706337,37.57257497056964
16,197482.205329945,451938.30792481,126.96939790694438,37.56972831890214
17,197193.771272123,452199.428810287,126.96613198378323,37.57208013250597
18,199916.833506015,453462.420943009,126.99695613884758,37.583463985397344
19,199155.542697952,452083.12305066,126.98833890801997,37.571036255789934
20,199532.892103928,451004.636686214,126.99261113456608,37.56131951182663
21,199332.29889394,451378.467998728,126.990340421157,37.564687553537894
22,197164.226466038,451647.674131454,126.96579972554848,37.567108797068215
23,200613.510297669,451817.515366883,127.00484232182069,37.56864344723963
24,200573.641273539,451621.036467544,127.00439089841292,37.56687321815724
25,198636.2503948,451005.721641592,126.98246282385563,37.56132833388368
26,199519.649768304,450977.250545081,126.99246127640534,37.56107275788023
27,197243.215346366,450655.104239931,126.96669761782688,37.558166096928126
28,197279.328436862,451765.426505347,126.96710211829249,37.56817008714581
29,198418.741655644,451237.168596152,126.98000051200617,37.56341328305386
30,200154.692915213,449919.627798891,126.99964862464452,37.551543838244385
31,198527.099319279,450998.07341201,126.98122745355516,37.56125924855628
32,198333.470885484,451313.412912492,126.9790351993633,37.5641000796707
33,199498.592032161,451071.934979681,126.99222286993633,37.56192584181376
34,199267.107878626,451366.77906293,126.98960256016537,37.56458218343423
35,196762.077394917,447480.039577359,126.96126654334233,37.52955742609546
36,196864.360553566,447707.403309726,126.96242271624692,37.53160631975509
37,196370.746398773,447841.698787531,126.95683746953844,37.532814469423805
38,203903.353552789,448846.820248719,127.04206530324498,37.541869948327225
39,203321.562330114,451001.868687869,127.03549178736719,37.56128897122646
40,206349.675048285,448396.939704285,127.06974203287463,37.53780313525985
41,205845.946723741,448616.847693458,127.0640442948067,37.53978778359873
42,206445.881091692,448922.881688102,127.07083513200938,37.542541169372136
43,208394.416382167,448165.279999905,127.09287476235619,37.53569970282164
44,206852.360928556,450393.660973724,127.07544816424772,37.55578984783446
45,206325.349431713,452184.2101607,127.0694991041825,37.57192621558759
46,204081.282117393,453187.395154017,127.04410236002586,37.58097729495557
47,208076.386740844,455017.528646426,127.08935133648194,37.597440417503456
48,206526.002200022,454549.167447113,127.07179128657468,37.593232748862604
49,201158.136692375,455288.765441798,127.01101225773102,37.599918431493556
50,201447.418693099,454477.103343093,127.01428654773156,37.59260509731219
51,202032.757631932,459259.443978524,127.02092712354879,37.63569201942927
52,202642.446045912,456636.308192293,127.02782528416616,37.61205659371599
53,202565.236807324,460003.117654631,127.02696233772917,37.64239105606238
54,203351.865815447,461358.405430652,127.03588127045914,37.654599393288194
55,205645.891969072,459609.012509743,127.06186442920179,37.63882671623933
56,205352.224914502,461310.667794352,127.05854953305926,37.65415995389807
57,193604.709211526,455734.902326677,126.92547351966628,37.60391602711206
58,193661.732383169,456379.193899276,126.92611364779033,37.60972137406473
59,192798.659161134,459646.827222065,126.91630649550598,37.639155642652504
60,194798.458435966,450837.051726331,126.93902740895078,37.55979470008765
61,195287.766418517,451143.789306014,126.94456334867799,37.562561037248926
62,194649.344011611,450478.352188795,126.93734239445912,37.55656199175952
63,193828.436099762,451433.789634245,126.92804372805229,37.565165187683064
64,193046.534722015,450424.564540851,126.91920327096547,37.55606656265711
65,192952.420678323,449862.465821234,126.9181435978397,37.55100139031001
66,193105.3351414,450464.444202107,126.91986835635113,37.55642631985367
67,193330.714127201,450564.513156137,126.92241813806913,37.55732960410298
68,192311.642580307,449855.643910445,126.91089226711584,37.55093476054122
69,193378.565878023,450631.475566303,126.92295909107189,37.55793327640731
70,188884.075622342,447186.888604306,126.87214469362013,37.52685433788699
71,187210.917773717,450631.435497518,126.85315616166226,37.55786755039116
72,185365.0,450789.0,126.83226171135036,37.55925959806771
73,182524.823835629,451438.25089679,126.80010176408638,37.565059576801474
74,185574.937191115,448716.274685045,126.8346786400695,37.54058792918171
75,186966.036176588,451047.287263879,126.85037727375695,37.561610871742545
76,190232.524534335,444978.682746138,126.88742908395564,37.50697387704599
77,189570.360930049,444336.051330144,126.87994924558915,37.5011765059269
78,204098.596031345,442807.317224836,127.04424137940413,37.487453420419975
79,190107.045415333,445157.626366229,126.88600750573393,37.50858480716948
80,190858.649482406,440808.541334678,126.894562625684,37.469407395653214
81,190119.463375612,441716.684586176,126.8861944340273,37.47758212249128
82,191385.057392247,446098.555926507,126.9004509054287,37.517075435258
83,198295.843258378,442507.699069196,126.97863049478474,37.48476097170855
84,186729.588621957,442612.424502388,126.84785413291245,37.48561004591002
85,202245.377899369,442987.986999742,127.02328761905767,37.4890874876711
86,200250.447804795,444683.220506107,127.00073092406278,37.5043640841491
87,202276.917171991,443970.967951703,127.02364719491743,37.49794406790067
88,210992.497270009,447372.617182859,127.1222582756785,37.52853075996781
89,201753.188497176,446003.445191841,127.01772924346885,37.516257745410655
90,202262.457856142,444382.542260289,127.02348491011116,37.50165238163983
91,202478.599525252,446927.624278174,127.02593763589181,37.52458294568624
92,202530.184769156,446900.961207356,127.02652110857943,37.52434257640329
93,201836.25759237,446034.686457407,127.01866894006808,37.51653907233241
94,201876.763775315,446752.450886565,127.01912888953407,37.52300602011776
95,203069.212130947,446531.904120139,127.0326173697211,37.521015792575554
96,201924.485183724,446086.692910222,127.01966704609613,37.51700747491242
97,203064.64017084,446594.319138687,127.03256590623329,37.521578163853555
98,202337.221506272,444235.284645944,127.02432996630306,37.50032541177043
99,202160.331920404,446215.935571418,127.02233517960985,37.518171440783476
100,202510.175626955,445767.512366594,127.0262909840786,37.51413030426923
101,202039.740381753,445481.884402405,127.02096912338082,37.51155793199961
102,202310.311355859,444240.798282863,127.02402565843336,37.50037515538327
103,202205.430676298,446211.220849265,127.02284530546571,37.518128857836956
104,201869.777642622,446024.410215048,127.01904807235954,37.51644641884062
105,203205.416988211,446740.552934563,127.03415901585714,37.52289525499228
106,211053.119518,442026.988783,127.12286427219074,37.48036614293084
107,209074.900840074,445657.80932984,127.10054319254533,37.51310115736578
108,210986.460698452,441725.293491662,127.12210616263066,37.477648658587796
109,210868.397496689,442053.227933005,127.120776211014,37.48060473499756
110,211008.019335434,448270.500366001,127.12244725163124,37.53662042875322
111,212501.369116329,449282.31038379,127.13936069137564,37.54571781003946
