"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명"
"3220000","CDFF4220002000000023","20000504","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 컴포트 4관","20211215164247","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504",""
"3220000","CDFF4220002000000024","20000504","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 컴포트 5관","20220520134835","U","2021-12-04 22:02:00.0","","205130.591678902","445590.096837802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3220000","CDFF4220002000000025","20000504","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 6-13 ","서울특별시 강남구 도산대로 156 2~3층 (논현동 중앙엠앤비사옥)","06040","코엑스 컴포트 6관","20211215163135","U","2021-12-17 02:40:00.0","","202205.430676298    ","446211.220849265    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504",""
"3220000","CDFF4220002000000026","20000504","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 컴포트 7관","20211215162734","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504",""
"3220000","CDFF4220002000000027","20000504","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 컴포트 8관","20211215161649","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504",""
"3220000","CDFF4220002000000028","20000504","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 컴포트 9관","20211215161011","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504",""
"3220000","CDFF4220002000000029","20000504","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 컴포트 10관","20211215160758","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504",""
"3220000","CDFF4220002000000030","20000504","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 컴포트 11관","20211215160134","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504",""
"3220000","CDFF4220002000000031","20000504","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 102호 스위트룸","20211215154907","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504",""
"3220000","CDFF4220002000000032","20000504","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 103호 스위트룸","20211215154056","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504",""
"3220000","CDFF4220002000000033","20000504","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 104호 컴포트룸","20211215153819","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504",""
"3220000","CDFF4220002000000034","20000504","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 105호 컴포트룸","20211215153255","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504",""
"3220000","CDFF4220002000000035","20000504","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 101호 스위트룸","20211215152917","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504",""
"3220000","CDFF4220002002000001","20020425","","01","영업/정상","13","영업중","","","","","","","135931","서울특별시 강남구 역삼동 814-6번지 ","서울특별시 강남구 강남대로 438  (역삼동)","","주공공이 1관","20030208135458","I","2018-08-31 23:59:59.0","","202262.457856142    ","444382.542260289    ","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20020425",""
"3220000","CDFF4220002002000002","20020425","","01","영업/정상","13","영업중","","","","","","","135931","서울특별시 강남구 역삼동 814-6번지 ","서울특별시 강남구 강남대로 438  (역삼동)","","주공공이 2관","20030208135458","I","2018-08-31 23:59:59.0","","202262.457856142    ","444382.542260289    ","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20020425",""
"3220000","CDFF4220002002000003","20020425","","01","영업/정상","13","영업중","","","","","","","135931","서울특별시 강남구 역삼동 814-6번지 ","서울특별시 강남구 강남대로 438  (역삼동)","","주공공이 3관","20030208135458","I","2018-08-31 23:59:59.0","","202262.457856142    ","444382.542260289    ","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20020425",""
"3220000","CDFF4220002002000004","20020425","","01","영업/정상","13","영업중","","","","","","","135931","서울특별시 강남구 역삼동 814-6번지 ","서울특별시 강남구 강남대로 438  (역삼동)","","주공공이 4관","20030208135458","I","2018-08-31 23:59:59.0","","202262.457856142    ","444382.542260289    ","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20020425",""
"3220000","CDFF4220002002000005","20020425","","01","영업/정상","13","영업중","","","","","","","135931","서울특별시 강남구 역삼동 814-6번지 ","서울특별시 강남구 강남대로 438  (역삼동)","","주공공이 시사실","20030208135458","I","2018-08-31 23:59:59.0","","202262.457856142    ","444382.542260289    ","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20020425",""
"3220000","CDFF4220002002000006","20020702","","01","영업/정상","13","영업중","","","","","540-8150","","","서울특별시 강남구 논현동 3-5번지 2층 ","서울특별시 강남구 도산대로8길 8 (논현동2층)","","롯데시네마 브로드웨이 1관","20130409100525","I","2018-08-31 23:59:59.0","","201869.777642622    ","446024.410215048    ","영화상영관","영화상영관","0","","","0","0","0","","1","","","","","","","","","","","","","","","","","","영화관","","20020702",""
"3220000","CDFF4220002002000007","20020702","","01","영업/정상","13","영업중","","","","","540-8150","","","서울특별시 강남구 논현동 3-5번지 4층 ","서울특별시 강남구 도산대로8길 8 (논현동4층)","","롯데시네마 브로드웨이 2관","20130409101447","I","2018-08-31 23:59:59.0","","201869.777642622    ","446024.410215048    ","영화상영관","영화상영관","0","","","0","0","0","","1","","","","","","","","","","","","","","","","","","영화관","","20020702",""
"3220000","CDFF4220002002000008","20020702","","01","영업/정상","13","영업중","","","","","3447-0650","","","서울특별시 강남구 논현동 3-5번지 1층 ","서울특별시 강남구 도산대로8길 8 1층 (논현동)","06038","롯데시네마 브로드웨이 3관","20170102190707","I","2018-08-31 23:59:59.0","","201869.777642622    ","446024.410215048    ","영화상영관","영화상영관","0","","","0","1","0","","","","","","","","","","","","","","","","","","","","영화관","","20020702",""
"3220000","CDFF4220002002000009","20020702","","01","영업/정상","13","영업중","","","","","540-8150","","","서울특별시 강남구 논현동 3-5번지 1층 ","서울특별시 강남구 도산대로8길 8 (논현동1층)","","롯데시네마 브로드웨이 4관","20130417180832","I","2018-08-31 23:59:59.0","","201869.777642622    ","446024.410215048    ","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","영화관","","20020702",""
"3220000","CDFF4220002002000010","20020702","","01","영업/정상","13","영업중","","","","","540-8150","","","서울특별시 강남구 논현동 3-5번지 1층 ","서울특별시 강남구 도산대로8길 8 (논현동1층)","","롯데시네마 브로드웨이 5관","20130417185859","I","2018-08-31 23:59:59.0","","201869.777642622    ","446024.410215048    ","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","영화관","","20020702",""
"3220000","CDFF4220002002000011","20020123","","01","영업/정상","13","영업중","","","","","753-0391","","","서울특별시 강남구 신사동 651-21 ","서울특별시 강남구 도산대로 323 (신사동)","06021","CGV 청담씨네시티 CINEMA SWEETBOX PREMIUM 관","20220114101527","U","2022-01-16 02:40:00.0","","203205.416988211    ","446740.552934563    ","영화상영관","영화상영관","19","","","","15","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20020123",""
"3220000","CDFF4220002002000012","20020123","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 651-21 ","서울특별시 강남구 도산대로 323 (신사동)","","CGV 청담씨네시티 1관(HEADPHONE)","20210426164608","U","2021-04-28 02:40:00.0","","203205.416988211    ","446740.552934563    ","영화상영관","영화상영관","19","","","","15","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20020123",""
"3220000","CDFF4220002002000013","20020123","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 651-21 ","서울특별시 강남구 도산대로 323 (신사동)","","CGV 청담씨네시티 2관(HEADPHONE)","20210426164534","U","2021-04-28 02:40:00.0","","203205.416988211    ","446740.552934563    ","영화상영관","영화상영관","19","","","","15","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20020123",""
"3220000","CDFF4220002002000014","20020123","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 651-21 ","서울특별시 강남구 도산대로 323 (신사동)","","CGV 청담씨네시티 3관(COMFORT SWEETBOX PREMIUM)","20210426164523","U","2021-04-28 02:40:00.0","","203205.416988211    ","446740.552934563    ","영화상영관","영화상영관","19","","","","15","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20020123",""
"3220000","CDFF4220002002000015","20020123","","01","영업/정상","13","영업중","","","","","","","135897","서울특별시 강남구 신사동 651-21번지 ","서울특별시 강남구 도산대로 323  (신사동)","","씨네시티11관","20031201095606","I","2018-08-31 23:59:59.0","","203205.416988211    ","446740.552934563    ","영화상영관","영화상영관","19","","","","15","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20020123",""
"3220000","CDFF4220002002000016","20020123","","01","영업/정상","13","영업중","","","","","","","135897","서울특별시 강남구 신사동 651-21번지 ","서울특별시 강남구 도산대로 323  (신사동)","","씨네시티12관","20031201095836","I","2018-08-31 23:59:59.0","","203205.416988211    ","446740.552934563    ","영화상영관","영화상영관","19","","","","15","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20020123",""
"3220000","CDFF4220002002000017","20020123","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 651-21 ","서울특별시 강남구 도산대로 323 (신사동)","","CGV 청담씨네시티 4DX","20210426164513","U","2021-04-28 02:40:00.0","","203205.416988211    ","446740.552934563    ","영화상영관","영화상영관","19","","","","15","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20020123",""
"3220000","CDFF4220002003000001","20030320","","03","폐업","03","폐업","20050704","","","","3444-6640","","135897","서울특별시 강남구 신사동 654-6번지 지하1층 ","서울특별시 강남구 선릉로153길 13  (신사동지하1층)","","Theater 2.0","20050706110123","I","2018-08-31 23:59:59.0","","203330.191484783    ","446919.448789639    ","영화상영관","영화상영관","9","","","","6","3","","","","","","","","","","","","","","","","","","","","영화관","","20030320",""
"3220000","CDFF4220002003000002","20031230","","01","영업/정상","13","영업중","","","","","02- 541-8888","","135897","서울특별시 강남구 신사동 651-21번지 ","서울특별시 강남구 도산대로 323  (신사동)","","씨네시티3관","20031230175403","I","2018-08-31 23:59:59.0","","203205.416988211    ","446740.552934563    ","영화상영관","영화상영관","19","","","","15","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20031230",""
"3220000","CDFF4220002006000001","20060501","","03","폐업","03","폐업","20090922","","","","3444-6640","","","서울특별시 강남구 신사동 654-5번지 한조빌딩 지하 1층 ","서울특별시 강남구 선릉로153길 13  (신사동한조빌딩 지하 1층)","","스폰지하우스","20091007113825","I","2018-08-31 23:59:59.0","","203316.424512517    ","446927.115857968    ","영화상영관","영화상영관","","기타","","","6","3","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20060501","일반주거지역"
"3220000","CDFF4220002006000002","20060704","","01","영업/정상","13","영업중","","","","","3446-0105","","","서울특별시 강남구 신사동 602 ","서울특별시 강남구 압구정로30길 45 (신사동)","","CGV압구정 ART 1관","20210420102600","U","2021-04-22 02:40:00.0","","202530.184769156    ","446900.961207356    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20060704",""
"3220000","CDFF4220002006000003","20060704","","01","영업/정상","13","영업중","","","","","3446-0105","","","서울특별시 강남구 신사동 602 ","서울특별시 강남구 압구정로30길 45 (신사동)","","CGV압구정 ART 2관","20210420102336","U","2021-04-22 02:40:00.0","","202530.184769156    ","446900.961207356    ","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20060704",""
"3220000","CDFF4220002006000004","20060704","","01","영업/정상","13","영업중","","","","","3446-0105","","","서울특별시 강남구 신사동 602 ","서울특별시 강남구 압구정로30길 45 (신사동)","","CGV압구정 제4관","20211217135026","U","2021-12-19 02:40:00.0","","202530.184769156    ","446900.961207356    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20060704",""
"3220000","CDFF4220002006000005","20070504","","01","영업/정상","13","영업중","","","","","3446-0105","","","서울특별시 강남구 신사동 602 ","서울특별시 강남구 압구정로30길 45 (신사동)","","씨네 드 쉐프 B관","20220127174015","U","2022-01-29 02:40:00.0","","202530.184769156    ","446900.961207356    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20070504",""
"3220000","CDFF4220002007000001","20070208","","01","영업/정상","13","영업중","","","","","539-9407","","","서울특별시 강남구 역삼동 814-6 스타플렉스 6층 ","서울특별시 강남구 강남대로 438 (역삼동 스타플렉스)","06123","CGV 강남제1관","20210423120257","U","2021-04-25 02:40:00.0","","202262.457856142    ","444382.542260289    ","영화상영관","영화상영관","","","","","15","5","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20070208","일반상업지역"
"3220000","CDFF4220002007000002","20070208","","01","영업/정상","13","영업중","","","","","539-9407","","","서울특별시 강남구 역삼동 814-6 스타플렉스 6층 ","서울특별시 강남구 강남대로 438 (역삼동스타플렉스 6층)","","CGV 강남제2관","20210423120337","U","2021-04-25 02:40:00.0","","202262.457856142    ","444382.542260289    ","영화상영관","영화상영관","","","","","15","5","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20070208","일반상업지역"
"3220000","CDFF4220002007000003","20070208","","01","영업/정상","13","영업중","","","","","539-9407","","","서울특별시 강남구 역삼동 814-6 스타플렉스 8층 ","서울특별시 강남구 강남대로 438 (역삼동스타플렉스 8층)","","CGV 강남제3관","20210423120440","U","2021-04-25 02:40:00.0","","202262.457856142    ","444382.542260289    ","영화상영관","영화상영관","","","","","15","5","","","","","","","","","","","","","","","","","","","","영화관","","20070208",""
"3220000","CDFF4220002007000004","20070208","","01","영업/정상","13","영업중","","","","","539-9407","","","서울특별시 강남구 역삼동 814-6 스타플랙스 10층 ","서울특별시 강남구 강남대로 438 (역삼동스타플랙스 10층)","","CGV 강남제4관","20210423120347","U","2021-04-25 02:40:00.0","","202262.457856142    ","444382.542260289    ","영화상영관","영화상영관","","","","","15","5","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20070208","일반상업지역"
"3220000","CDFF4220002007000005","20070208","","01","영업/정상","13","영업중","","","","","539-9407","","","서울특별시 강남구 역삼동 814-6 스타플랙스 10층 ","서울특별시 강남구 강남대로 438 (역삼동스타플랙스 10층)","","CGV 강남제5관","20210423120327","U","2021-04-25 02:40:00.0","","202262.457856142    ","444382.542260289    ","영화상영관","영화상영관","","","","","15","5","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20070208","일반상업지역"
"3220000","CDFF4220002007000006","20070208","","01","영업/정상","13","영업중","","","","","539-9407","","","서울특별시 강남구 역삼동 814-6 스타플렉스 10층 ","서울특별시 강남구 강남대로 438 (역삼동스타플렉스 10층)","","CGV 강남제6관","20210423120317","U","2021-04-25 02:40:00.0","","202262.457856142    ","444382.542260289    ","영화상영관","영화상영관","","","","","15","5","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20070208","일반상업지역"
"3220000","CDFF4220002007000007","20070504","","01","영업/정상","13","영업중","","","","","3446-0105","","","서울특별시 강남구 신사동 602 ","서울특별시 강남구 압구정로30길 45 (신사동)","","씨네 드 쉐프 A관","20220127174015","U","2022-01-29 02:40:00.0","","202530.184769156    ","446900.961207356    ","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20070504",""
"3220000","CDFF4220002007000008","20071102","","01","영업/정상","13","영업중","","","","","540-8150","","","서울특별시 강남구 논현동 3번지 외2필지 ","서울특별시 강남구 도산대로 116 (논현동외2필지)","","롯데시네마 브로드웨이 6관","20130417190002","I","2018-08-31 23:59:59.0","","201836.25759237     ","446034.686457407    ","영화상영관","영화상영관","","기타","","","","1","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20071102","주거지역"
"3220000","CDFF4220002014000001","20140929","","01","영업/정상","13","영업중","","","","","070-8233-4321","","","서울특별시 강남구 신사동 532-1 지하2층 ","서울특별시 강남구 압구정로10길 9 지하2층 (신사동)","06028","이봄씨어터","20210812141923","U","2021-08-14 02:40:00.0","","201876.763775315    ","446752.450886565    ","영화상영관","","1","학교정화(상대)","","0","0","2","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20140929",""
"3220000","CDFF4220002015000001","20151030","","01","영업/정상","13","영업중","","","","","070-7017-6735","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 소상영관 B","20211215165832","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20151030",""
"3220000","CDFF4220002015000002","20151030","","01","영업/정상","13","영업중","","","","","070-7017-6735","","","서울특별시 강남구 삼성동 159 ","서울특별시 강남구 영동대로 513 (삼성동 코엑스)","06164","코엑스 소상영관 A","20211215170120","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20151030",""
"3220000","CDFF4220002018000001","20180314","","01","영업/정상","13","영업중","","","","","070-7017-6736","","","서울특별시 강남구 삼성동 159 코엑스 ","서울특별시 강남구 영동대로 513 코엑스 지하1층 (삼성동)","06164","코엑스지점 더 부티크 프라이빗","20211215165545","U","2021-12-17 02:40:00.0","","205130.591678902    ","445590.096837802    ","영화상영관","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20180314",""
"3220000","CDFF4220002020000001","20200608","","01","영업/정상","13","영업중","","","","","070-7493-3203","","","서울특별시 강남구 도곡동 174-3 ","서울특별시 강남구 남부순환로 2753 (도곡동)","06274","도곡7관","20211219133255","U","2021-12-21 02:40:00.0","","204098.596031345    ","442807.317224836    ","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20200608",""
"3220000","CDFF4220002020000002","20200608","","01","영업/정상","13","영업중","","","","","070-7493-3203","","","서울특별시 강남구 도곡동 174-3 ","서울특별시 강남구 남부순환로 2753 (도곡동)","06274","도곡1관","20211219133255","U","2021-12-21 02:40:00.0","","204098.596031345    ","442807.317224836    ","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20200608",""
"3220000","CDFF4220002020000003","20200608","","01","영업/정상","13","영업중","","","","","070-7493-3203","","","서울특별시 강남구 도곡동 174-3 ","서울특별시 강남구 남부순환로 2753 (도곡동)","06274","도곡6관","20211219133255","U","2021-12-21 02:40:00.0","","204098.596031345    ","442807.317224836    ","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20200608",""
"3220000","CDFF4220002020000004","20200608","","01","영업/정상","13","영업중","","","","","070-7493-3203","","","서울특별시 강남구 도곡동 174-3 ","서울특별시 강남구 남부순환로 2753 (도곡동)","06274","도곡5관","20211219133255","U","2021-12-21 02:40:00.0","","204098.596031345    ","442807.317224836    ","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20200608",""
"3220000","CDFF4220002020000005","20200608","","01","영업/정상","13","영업중","","","","","070-7493-3203","","","서울특별시 강남구 도곡동 174-3 ","서울특별시 강남구 남부순환로 2753 (도곡동)","06274","도곡4관","20211219133256","U","2021-12-21 02:40:00.0","","204098.596031345    ","442807.317224836    ","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20200608",""
"3220000","CDFF4220002020000006","20200608","","01","영업/정상","13","영업중","","","","","070-7493-3203","","","서울특별시 강남구 도곡동 174-3 ","서울특별시 강남구 남부순환로 2753 (도곡동)","06274","도곡2관","20211219133256","U","2021-12-21 02:40:00.0","","204098.596031345    ","442807.317224836    ","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20200608",""
"3220000","CDFF4220002020000007","20200608","","01","영업/정상","13","영업중","","","","","070-7493-3203","","","서울특별시 강남구 도곡동 174-3 ","서울특별시 강남구 남부순환로 2753 (도곡동)","06274","도곡3관","20211219133256","U","2021-12-21 02:40:00.0","","204098.596031345    ","442807.317224836    ","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","20200608",""